#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Газоснабжение	Несущие стены	Перекрытия
1	ул. Карла Маркса, д. 28, Большой Царын	1985	Нет	2	2	470.72	88.78	Многоквартирный дом	Автономное	Смешанные	Железобетонные
992	ул. им П.Осипенко, д. 31, Элиста	2014	Есть	Нет	55	3	3	пассажирские - 3, 	5	5	7	3 492.30	333.90	333.90	3 023.00	740.00	индивидуальный	Не имеется	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Отсутствует	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	542.20	Скатная	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
993	ул. М.Эсамбаева, д. 3, Элиста	2008	Есть	Нет	Не присвоен	3	5	5	1 931.90	1 611.40	1 611.40	1 200.00	200.00	индивидуальный	Есть	На счете регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	640.00	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
994	ул. Квартальная, д. 18, стр. 2, Элиста	2014	Есть	Нет	26	2	5	5	1 016.10	681.20	681.20	1 322.00	200.00	типовой проект	Не имеется	Не определен	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	340.00	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
995	мкр. 9-й, д. 8, Элиста	2014	Есть	Нет	38	B	4	3	3	1 069.20	796.70	796.00	1 005.00	200.00	индивидуальный	Не имеется	Не определен	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	436.00	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
996	ул. Ипподромная, д. 105, Элиста	2014	Не имеется	Нет	10	C	2	2	593.60	611.40	0.00	1 000.00	100.00	индивидуальный	Не имеется	Не определен	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
997	ул. Ипподромная, д. 91, Элиста	2014	Есть	Нет	25	B	1	5	5	703.00	655.00	655.00	1 567.00	200.00	индивидуальный	Не имеется	Не определен	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	320.00	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
998	мкр. 10-й, д. 120, Элиста	2014	Не имеется	Нет	55	B	5	5	1	2 435.20	1 655.00	0.00	1 200.00	250.00	индивидуальный	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	640.00	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Лифты	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
999	ул. Ю.Клыкова, д. 81 Г, к. 2, Элиста	2014	Есть	Нет	82	B	2	2	пассажирские - 2, 	10	10	4	3 265.90	2 329.30	0.00	1 100.00	200.00	индивидуальный	Не имеется	Не определен	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	740.00	Скатная	Отсутствует	Железобетонные	Облицованный плиткой	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1000	ул. им И.К.Илишкина, д. 1, Элиста	1963	Не имеется	Нет	нет	57	C	3	5	5	2 504.66	197.00	490.00	0.00	0.00	кирпичные	На счете регионального оператора	Многоквартирный дом	1	Приточная вентиляция	Центральное	Внутренние водостоки	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	0.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Иной
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Площадь жилых помещений м2
1001	ул. им Б.Б.Городовикова, д. 1, Элиста	1962	Нет	1 216.22
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1002	ул. им М.В.Хонинова, д. 18, Элиста	2007	Есть	Нет	26	C	2	5	5	1 280.00	0.00	250.00	1 100.00	0.00	типовой проект	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Иной
#	Адрес	Дом признан аварийным
1003	ул. В.И.Ленина, д. 347а, Элиста	Нет
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1004	"ул. Калачинская, д. 22 ""в"", Элиста"	2013	Есть	Нет	108	B	6	5	5	5 082.50	4 112.80	4 112.80	индивидуальный	Есть	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Квартирное (квартирный котел)	Отсутствует	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	770.74	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Бетонные столбы
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1005	ул. Ипподромная, д. 99, Элиста	2013	Есть	Нет	60	B	4	5	5	3 250.60	1 703.60	1 703.60	индивидуальный	Есть	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Квартирное (квартирный котел)	Отсутствует	Квартирное отопление (квартирный котел)	Центральное	Центральное	Панельные	915.30	Скатная	Отсутствует	Железобетонные	Облицованный камнем	Бетонные столбы
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1006	"мкр. 5-й, д. 8 ""а"", Элиста"	2013	Есть	Нет	отсутствует	14	B	2	3	3	883.18	540.70	540.70	0.00	0.00	кирпичный	Есть	Не определен	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Автономная котельная (крышная, встроенно-пристроенная)	Отсутствует	Автономная котельная (крышная, встроенно-пристроенная)	Центральное	Центральное	Каменные, кирпичные	384.90	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1007	мкр. 6-й, д. 20, Элиста	2013	Есть	Нет	40	B	3	4	4	1 936.00	1 637.26	1 637.26	индивидуальная	Не имеется	На счете регионального оператора	Многоквартирный дом	1	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Квартирное (квартирный котел)	Отсутствует	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	719.78	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Бетонные столбы
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
1008	ул. Республиканская, д. 3, Элиста	2015	Есть	Нет	нет	40	B	2	5	5	3 878.39	923.68	923.68	0.00	индивидуальный	Не имеется	Не определен	Многоквартирный дом	нет	Каменные, кирпичные	795.70	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Ленточный	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Квартирное (квартирный котел)	Отсутствует	Квартирное отопление (квартирный котел)	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1009	ул. Строительная, д. 60 а, Элиста	1990	Есть	Нет	6	E	1	2	2	265.02	126.88	126.88	индивидуальный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Иные	97.20	Плоская	Отсутствует	Смешанные	Соответствует материалу стен	Бетонные столбы
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1010	ул. Строительная, д. 60б, Элиста	1990	Есть	Нет	6	E	1	2	2	265.02	127.08	127.08	0.00	0.00	индивидуальный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Иные	92.20	Плоская	Отсутствует	Смешанные	Соответствует материалу стен	Бетонные столбы
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фундамент
1011	мкр. Молодежный, д. 11, Элиста	2009	Есть	Нет	30	Не присвоен	2	5	5	1 408.00	Не имеется	На счете регионального оператора	Многоквартирный дом	Вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	Плоская	Отсутствует	Смешанные	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1012	ул. Ипподромная, д. 101, Элиста	2014	Есть	Нет	нет	100	C	5	5	5	2 088.70	0.00	266.90	1 943.66	0.00	типовой проект	Не имеется	Не определен	Многоквартирный дом	1	Приточная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	455.40	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Иной
#	Адрес	Дом признан аварийным
1013	ул. Ю.Клыкова, д. 92, Элиста	Нет
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1014	ул. Джангара, д. 7, Элиста	2015	Есть	Нет	50	2	5	5	4	3 458.10	1 889.90	315.20	6 090.50	504.30	индивидуальный	Не имеется	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Автономная котельная (крышная, встроенно-пристроенная)	Пожарные гидранты	Автономная котельная (крышная, встроенно-пристроенная)	Центральное	Центральное	Каменные, кирпичные	735.30	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1015	мкр. 9-й, д. 21, Элиста	2012	Есть	Нет	129	B	9	5	5	7 908.80	2 545.50	кирпичный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Отсутствует	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	1 843.90	Скатная	Отсутствует	Железобетонные	Облицованный камнем	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Лифты	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1016	мкр. 9-й, д. 22, Элиста	2012	Есть	Нет	23	B	1	1	пассажирские - 1, 	6	6	1 732.00	0.00	976.50	кирпичный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Отсутствует	Квартирное отопление (квартирный котел)	Центральное	Центральное	Каменные, кирпичные	343.60	Скатная	Отсутствует	Железобетонные	Облицованный камнем	Сплошной
