#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Серия, тип постройки здания	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
449	ул. Энтузиастов, д. 20Б, Ноябрьск	1986	Не имеется	Нет	отсутствуют	33	Не присвоен	1	2	2	515.10	518.50	230.40	801.00	0.00	ТП - 116 Брусовой	Не имеется	На счете регионального оператора	Многоквартирный дом	Крыльца	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Иной	Столбчатый	1	0.00	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
450	ул. Энтузиастов, д. 41, к. Б, Ноябрьск	1988	Не имеется	Нет	16	Не присвоен	2	2	2	466.00	362.00	171.70	631.40	0.00	ТП - 111 Щитовой	Не имеется	Многоквартирный дом	Крыльца	Деревянные	0.00	Плоская	Отсутствует	Деревянные	Иной	Иной	1	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
451	ул. Комсомольская, д. 24а, Салехард	1991	Не имеется	Нет	4	Не присвоен	2	2	1	286.60	0.00	20.50	1 198.00	0.00	жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	10.00	Отсутствует	Автономное	Наружные водостоки	Отсутствует	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Сайдинг	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
452	ул. Ямальская, д. 11б, Салехард	1989	Не имеется	Нет	10	Не присвоен	2	2	1	500.80	0.00	56.00	792.00	0.00	жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	0.00	Отсутствует	Центральное	Наружные водостоки	Отсутствует	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
453	ул. Ямальская, д. 11в, Салехард	1989	Нет	2	2	469.80	111.00	Многоквартирный дом	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
454	ул. Республики, д. 107, Салехард	1964	Нет	2	2	328.00	20.00	1 903.00	жилой	Многоквартирный дом	Автономное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
455	ул. Кирпичная, д. 7а, Салехард	1990	Нет	2	2	290.00	785.00	жилой	Автономное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
456	ул. Чубынина, д. 31б, Салехард	1983	Нет	2	2	971.00	193.00	1 830.00	жилой	Многоквартирный дом	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
457	ул. Гагарина, д. 19, Лабытнанги	1968	Нет	2	2	342.00	0.00	1 455.00	жилой дом	Многоквартирный дом	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
458	ул. Павлова, д. 39, к. а, Салехард	2012	Нет	1	3	744.90	102.60	жилой	Многоквартирный дом	Иные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Мусоропровод	Перекрытия	Фундамент
459	ул. Айваседо, д. 24, Тарко-Сале	2011	Не имеется	Нет	2	A	1	3	3	262.30	0.00	0.00	500.00	0.00	жилое	Не имеется	Не определен	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Автономное	Наружные водостоки	Центральное	Отсутствует	Отсутствует	Автономная котельная (крышная, встроенно-пристроенная)	Автономное	Центральное	Деревянные	0.00	Отсутствует	Деревянные	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
460	ул. Н.Быкова, д. 23, Тарко-Сале	2011	Нет	2	2	261.50	59.30	500.00	жилое	Многоквартирный дом	1	Автономное	Центральное	Отсутствует	Автономная котельная (крышная, встроенно-пристроенная)	Автономное	Центральное	Панельные	0.00	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
461	ул. Геологов, д. 15, Тарко-Сале	2002	Нет	2	2	411.00	94.30	1 954.00	жилое	Многоквартирный дом	1	Автономное	Центральное	Отсутствует	Автономная котельная (крышная, встроенно-пристроенная)	Центральное	Центральное	Панельные	94.30	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
462	ул. Геологов, д. 11а, Тарко-Сале	2010	Не имеется	Нет	2	A	2	2	2	1	411.50	102.10	1 160.00	0.00	жилое	Не имеется	Не определен	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Автономное	Наружные водостоки	Центральное	Отсутствует	Отсутствует	Автономная котельная (крышная, встроенно-пристроенная)	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Деревянные	Соответствует материалу стен	Ленточный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома
463	ул. Кедровая, д. 1, Тарко-Сале	2011	Нет	1	3	445.10	0.00	844.00	Многоквартирный дом
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома
464	ул. Кедровая, д. 35, Тарко-Сале	2012	Нет	2	2	923.60	0.00	1 677.00	Многоквартирный дом
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
465	ул. Совхозная, д. 7, Тарко-Сале	2011	Не имеется	Нет	4	A	2	2	2	361.90	0.00	55.30	1 504.00	0.00	жилое	Не имеется	Многоквартирный дом	2	Приточно-вытяжная вентиляция	Автономное	Наружные водостоки	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Железобетонные	Сайдинг	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
466	мкр. Советский, д. 15а, Тарко-Сале	2010	Нет	1	4	776.20	1 335.00	Многоквартирный дом	1	Центральное	Центральное	Автономная котельная (крышная, встроенно-пристроенная)	Центральное	Центральное	Центральное	Каменные, кирпичные	Железобетонные
#	Адрес	Дом признан аварийным
467	ул. Изыскателей, д. 17А, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
468	ул. Изыскателей, д. 26, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
469	ул. Изыскателей, д. 26Б, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
470	ул. Изыскателей, д. 29, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
471	ул. Изыскателей, д. 29А, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
472	ул. Изыскателей, д. 30А, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
473	ул. Шевченко, д. 68А, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
474	ул. Шевченко, д. 98А, Ноябрьск	Нет
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
475	ул. Школьная, д. 1/2, Ноябрьск	2004	Нет	3	2	656.90	3 673.00	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Дом признан аварийным
476	ул. Северная, д. 8, Ноябрьск	Нет
#	Адрес	Дом признан аварийным	Газоснабжение
477	ул. Ленина, д. 18/14, Ноябрьск	Нет	Автономное
#	Адрес	Дом признан аварийным
478	пр-кт. Мира, д. 47А, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
479	пр-кт. Мира, д. 101В, Ноябрьск	Нет
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
480	пр-кт. Мира, д. 103, Ноябрьск	1986	Нет	Не присвоен	2	2	916.90	0.00	2 919.00	щитовой	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь парковки м2	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
481	пр-кт. Мира, д. 31А, Ноябрьск	1981	Не имеется	Нет	16	Не присвоен	2	2	2	888.20	176.50	0.00	Не имеется	Не определен	Многоквартирный дом	1	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Окрашенный	Свайный
#	Адрес	Дом признан аварийным
482	пр-кт. Мира, д. 37А, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
483	ул. Изыскателей, д. 4Б, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
484	ул. Изыскателей, д. 10А, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
485	ул. Изыскателей, д. 12А, Ноябрьск	Нет
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
486	ул. Изыскателей, д. 15А, Ноябрьск	1985	Не имеется	Нет	нет	16	Не присвоен	1	2	2	866.60	0.00	176.50	2 854.00	0.00	Деревянный щитовой	Не имеется	Не определен	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Пожарные гидранты	Центральное	Центральное	Центральное	Деревянные	580.00	Скатная	Отсутствует	Деревянные	Окрашенный	Столбчатый
#	Адрес	Дом признан аварийным
487	ул. Изыскателей, д. 20, Ноябрьск	Да
#	Адрес	Дом признан аварийным
488	ул. Изыскателей, д. 20А, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
489	ул. Изыскателей, д. 20В, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
490	д. п.УТДС д.2, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
491	пр-кт. Мира, д. 105В, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
492	ул. Северная, д. 14В, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
493	ул. Шевченко, д. 68Б, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
494	ул. Шевченко, д. 72Б, Ноябрьск	Нет
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
495	ул. Шевченко, д. 74А, Ноябрьск	1982	Да	2	2	466.80	Щитовой	Многоквартирный дом	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Дом признан аварийным
496	ул. Шевченко, д. 822, Ноябрьск	Нет
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
497	ул. 60 лет СССР, д. 36, Ноябрьск	1983	Не имеется	Нет	2	Не присвоен	2	2	2	104.00	69.00	761.00	0.00	деревянный щитовой	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Иной	Иной
#	Адрес	Дом признан аварийным
498	ул. Космонавтов, д. 13, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
499	ул. Космонавтов, д. 15, Ноябрьск	Нет
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь парковки м2	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
500	ул. Космонавтов, д. 19, Ноябрьск	1982	Не имеется	Нет	2	Не присвоен	1	1	1	78.10	69.80	0.00	Не имеется	Не определен	Многоквартирный дом	1	0.00	Приточная вентиляция	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Окрашенный	Иной
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
501	ул. 60 лет СССР, д. 37А, Ноябрьск	1988	Нет	2	2	599.30	3 537.00	Брус	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
502	ул. Шевченко, д. 96В, Ноябрьск	1988	Нет	1	2	535.70	2 792.00	брусовой	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
503	ул. Шевченко, д. 100, Ноябрьск	1987	Нет	3	2	416.20	брус	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Дом признан аварийным
504	ул. Шевченко, д. 84Б, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
505	ул. 60 лет СССР, д. 42Б, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
506	ул. 60 лет СССР, д. 43, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
507	ул. 60 лет СССР, д. 43А, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
508	ул. 60 лет СССР, д. 43Г, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
509	ул. Уренгойская, д. 16, Ноябрьск	Нет
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь парковки м2	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
510	ул. Уренгойская, д. 20, Ноябрьск	1985	Не имеется	Нет	6	Не присвоен	1	1	1	351.50	0.00	Не имеется	Не определен	Многоквартирный дом	1	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Окрашенный	Столбчатый
#	Адрес	Дом признан аварийным
511	ул. Уренгойская, д. 40, Ноябрьск	Нет
#	Адрес	Дом признан аварийным
512	ул. Уренгойская, д. 6, Ноябрьск	Нет
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
513	ул. Уренгойская, д. 38, Ноябрьск	1991	Нет	Не присвоен	2	1	81.50	0.00	742.00	щитовой	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Дом признан аварийным
514	ул. Холмогорская, д. 5, Ноябрьск	Нет
#	Адрес	Дом признан аварийным	Тип дома	Несущие стены
515	д. 138 п.УТДС, Ноябрьск	Нет	Специализированный жилищный фонд	Деревянные
#	Адрес	Дом признан аварийным
516	мкр. 13-й, д. 61, Губкинский	Нет
#	Адрес	Дом признан аварийным	Тип дома
517	д. 59 п.УТАДС, Ноябрьск	Да	Специализированный жилищный фонд
#	Адрес	Дом признан аварийным	Наибольшее количество этажей	Тип дома	Несущие стены
518	д. 91 п. УТДС, Ноябрьск	Да	1	Специализированный жилищный фонд	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
519	ул. Советская, д. 36 А, Ноябрьск	1983	Нет	2	2	800.70	Специализированный жилищный фонд	1	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	Деревянные
