#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
1103	ул. Интернациональная, д. 8, Черкесск	1973	Нет	4	5	2 410.40	0.00	2 100.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Панельные	855.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1104	ул. Космонавтов, д. 12, Черкесск	1988	Не имеется	Нет	36	Не присвоен	1	1	9	2	1 219.70	905.20	2 315.00	панельный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	2 124.90	Вытяжная вентиляция	Центральное	Смешанные	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Плоская	Отсутствует	Иные	Соответствует материалу стен	Бетонные столбы
#	Адрес	Дом признан аварийным	Газоснабжение
1105	ул. Ленина, д. 28, 30, Карачаевск	Нет	Автономное
#	Адрес	Дом признан аварийным	Газоснабжение
1106	мкр. Пихтовый Мыс, д. 1, Домбай	Нет	Автономное
#	Адрес	Дом признан аварийным	Газоснабжение
1107	мкр. Пихтовый Мыс, д. 5, Домбай	Нет	Автономное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1108	ул. Космонавтов, д. 54, Черкесск	1989	Не имеется	Нет	60	4	5	1	2 253.20	1 399.50	2 045.40	1 900.00	Панельный	Не имеется	На счете регионального оператора	Многоквартирный дом	2	Вытяжная вентиляция	Центральное	Смешанные	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Плоская	Отсутствует	Железобетонные	Оштукатуренный	Сборный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Количество лифтов	Количество подъездов	Лифты	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Перекрытия	Фасад	Фундамент
1109	ул. Космонавтов, д. 82, Черкесск	1995	Есть	Нет	119	3	3	пассажирские - 3, 	10	1	4 409.90	2 000.00	8 098.70	Панельный	Не имеется	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Смешанные	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	Плоская	Железобетонные	Оштукатуренный	Сборный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1110	ул. Боташева, д. 5, Учкекен	1984	Не имеется	Нет	70	5	5	5	3 556.36	панельный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Отсутствует	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Панельные	711.20	Скатная	Отсутствует	Железобетонные	Иной	Иной
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Мусоропровод	Перекрытия	Фундамент
1111	ш. Пятигорское, д. 3, Черкесск	1970	Нет	5	5	2 630.80	0.00	3 644.00	Многоквартирный дом	1	Центральное	Центральное	Центральное	Центральное	Панельные	1 132.80	Отсутствует	Железобетонные	Бетонные столбы
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
1112	ул. Революционная, д. 5, Черкесск	1987	Нет	4	5	1 999.70	150.30	2 152.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (открытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	1 008.80	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь нежилых помещений м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Площадь подвала, кв.м
1113	ул. Космонавтов, д. 86, Черкесск	1991	Нет	4	5	0.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (открытая система)	Центральное	Центральное	Центральное	1 155.40
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Площадь подвала, кв.м
1114	ул. Ставропольская, д. 104, Черкесск	1974	Нет	2	2	788.40	0.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	351.00
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1115	ул. Гражданская, д. 56, Черкесск	2013	Есть	Нет	70	Не присвоен	4	5	1	3 501.00	1 580.00	0.00	3 615.00	1 200.00	жилой дом	Есть	На специальном счете у регионального оператора	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (закрытая система)	Пожарный кран	Центральное	Центральное	Центральное	Каменные, кирпичные	890.00	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Сборный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2
1116	ул. Ленина, д. 37, к. а, Карачаевск	1970	Нет	4	5	2 051.00
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1117	ул. Морозова, д. 52, Усть-Джегута	1991	Не имеется	Нет	52	B	4	5	1	1	1 625.20	87.30	893.10	9 033.00	3 271.30	типовой	Не имеется	Не определен	Многоквартирный дом	1	2.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	893.10	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Сборный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1118	ул. Комсомольская, д. 32, Усть-Джегута	1971	Не имеется	Нет	8	B	2	2	1	250.60	0.00	30.80	1 520.00	0.00	типовой,серия 1-25к-1	Не имеется	Не определен	Многоквартирный дом	1	1.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Иные	0.00	Скатная	Отсутствует	Деревянные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1119	ул. Щекута, д. 42, Усть-Джегута	1992	Есть	Нет	61	B	5	5	1	2	2 340.60	466.90	945.40	536.00	80.00	типовой	Есть	На специальном счете у регионального оператора	Многоквартирный дом	2	15.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	433.60	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Сборный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1120	ул. Щекута, д. 43, Усть-Джегута	1982	Есть	Нет	89	B	6	5	1	4 080.30	0.00	1 585.50	5 539.00	1 300.00	типовой	Есть	Не определен	Многоквартирный дом	1	3.00	Приточно-вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	1 156.70	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Сборный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1121	Республика Карачаево-Черкесская, р-н. Усть-Джегутинский, г. Усть-Джегута, ст. Абазинка, д. 1	1975	Не имеется	Нет	12	B	2	2	2	296.80	0.00	49.20	526.00	0.00	типовой	Не имеется	Не определен	Многоквартирный дом	1	5.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Сборный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1122	ул. Морозова, д. 44, Усть-Джегута	1969	Не имеется	Нет	16	B	2	2	1	238.70	0.00	322.60	5 568.00	150.00	типовой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	6.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	274.60	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1123	ул. Морозова, д. 46, Усть-Джегута	1969	Не имеется	Нет	16	B+	2	2	1	412.80	0.00	49.10	5 568.00	877.00	типовой	Не имеется	Не определен	Многоквартирный дом	1	1.00	Приточная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1124	ул. Морозова, д. 48, Усть-Джегута	1970	Не имеется	Нет	16	B	2	2	1	415.00	0.00	347.50	1 560.00	100.00	типовой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	6.00	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	298.90	Плоская	Отсутствует	Железобетонные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1125	ул. Морозова, д. 55, Усть-Джегута	1989	Есть	Нет	39	B	2	5	1	1	1 493.10	37.30	643.90	2 237.00	818.00	типовой, серия 67-047 с/i	Не имеется	Не определен	Многоквартирный дом	1	2.00	Вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	437.70	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Сборный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1126	ул. Курортная, д. 186, Усть-Джегута	1992	Есть	Нет	30	B	2	5	1	982.30	0.00	628.10	1 247.00	50.00	типовой	Не имеется	Не определен	Многоквартирный дом	1	2.00	Вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	463.70	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1127	ул. Кавказская, д. 11, Усть-Джегута	1983	Есть	Нет	60	B	4	5	1	1 666.80	0.00	2 599.20	2 186.50	70.30	типовой	Не имеется	Не определен	Многоквартирный дом	2	15.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	2 207.00	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Перекрытия	Фасад
1128	ул. Богатырева, д. 41 а, Усть-Джегута	1995	Не имеется	Нет	43	B	3	5	1	1	2 471.30	67.00	888.30	4 231.00	492.70	типовой проект 135-0129 серия 135 №43357	Есть	Не определен	Многоквартирный дом	3	3.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	641.30	Скатная	Железобетонные	Оштукатуренный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Класс энергетической эффективности	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Мусоропровод	Перекрытия	Фундамент
1129	тер. Урочище Хребет Толстый, д. *, к. (в/г 3, инв.№ 3), Уруп	1989	Не имеется	Нет	-	Не присвоен	4	4	0.00	0.00	0.00	1 147.37	0.00	-	Не имеется	Не определен	Многоквартирный дом	0.00	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Иные	0.00	Отсутствует	Иные	Иной
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Перекрытия
1130	ул. Ставропольская, д. 36, Черкесск	2010	Нет	2	2	8	5 311.40	739.70	Многоквартирный дом	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1131	ул. Карла Маркса, д. 162А, Черкесск	1983	Не имеется	Нет	120	2	5	5	1 899.70	1 361.00	134.80	4 827.00	916.00	кирпичный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	735.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Бетонные столбы
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
1132	ул. Гражданская, д. 25, Черкесск	2013	Нет	1	1	9	3 434.30	0.00	225.00	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	Железобетонные
